Time resolution is 1 ps
第 6428 行数据的第 3 位为 0
第 6428 行数据的第 4 位为 0
第 6428 行数据的第 5 位为 0
第 6428 行数据的第 6 位为 0
第 6428 行数据的第 7 位为 0
第 6429 行数据的第 0 位为 0
第 6429 行数据的第 1 位为 0
第 6429 行数据的第 2 位为 0
第 6429 行数据的第 3 位为 0
第 6429 行数据的第 4 位为 0
第 6429 行数据的第 5 位为 0
第 6429 行数据的第 6 位为 0
第 6429 行数据的第 7 位为 0
第 6430 行数据的第 0 位为 0
第 6430 行数据的第 1 位为 0
第 6430 行数据的第 2 位为 0
第 6430 行数据的第 3 位为 0
第 6430 行数据的第 4 位为 0
第 6430 行数据的第 5 位为 0
第 6430 行数据的第 6 位为 0
第 6430 行数据的第 7 位为 0
第 6431 行数据的第 0 位为 0
第 6431 行数据的第 1 位为 0
第 6431 行数据的第 2 位为 0
第 6431 行数据的第 3 位为 0
第 6431 行数据的第 4 位为 0
第 6431 行数据的第 5 位为 0
第 6431 行数据的第 6 位为 0
第 6431 行数据的第 7 位为 0
第 6432 行数据的第 0 位为 0
第 6432 行数据的第 1 位为 1
第 6432 行数据的第 2 位为 1
第 6432 行数据的第 3 位为 1
第 6432 行数据的第 4 位为 1
第 6432 行数据的第 5 位为 1
第 6432 行数据的第 6 位为 1
第 6432 行数据的第 7 位为 1
第 6433 行数据的第 0 位为 0
第 6433 行数据的第 1 位为 0
第 6433 行数据的第 2 位为 0
第 6433 行数据的第 3 位为 0
第 6433 行数据的第 4 位为 0
第 6433 行数据的第 5 位为 0
第 6433 行数据的第 6 位为 0
第 6433 行数据的第 7 位为 0
第 6434 行数据的第 0 位为 1
第 6434 行数据的第 1 位为 0
第 6434 行数据的第 2 位为 0
第 6434 行数据的第 3 位为 0
第 6434 行数据的第 4 位为 0
第 6434 行数据的第 5 位为 0
第 6434 行数据的第 6 位为 0
第 6434 行数据的第 7 位为 1
第 6435 行数据的第 0 位为 0
第 6435 行数据的第 1 位为 0
第 6435 行数据的第 2 位为 0
第 6435 行数据的第 3 位为 0
第 6435 行数据的第 4 位为 0
第 6435 行数据的第 5 位为 0
第 6435 行数据的第 6 位为 0
第 6435 行数据的第 7 位为 0
第 6436 行数据的第 0 位为 0
第 6436 行数据的第 1 位为 1
第 6436 行数据的第 2 位为 1
第 6436 行数据的第 3 位为 1
第 6436 行数据的第 4 位为 1
第 6436 行数据的第 5 位为 1
第 6436 行数据的第 6 位为 1
第 6436 行数据的第 7 位为 1
第 6437 行数据的第 0 位为 0
第 6437 行数据的第 1 位为 0
第 6437 行数据的第 2 位为 0
第 6437 行数据的第 3 位为 0
第 6437 行数据的第 4 位为 0
第 6437 行数据的第 5 位为 0
第 6437 行数据的第 6 位为 0
第 6437 行数据的第 7 位为 0
第 6438 行数据的第 0 位为 1
第 6438 行数据的第 1 位为 0
第 6438 行数据的第 2 位为 0
第 6438 行数据的第 3 位为 0
第 6438 行数据的第 4 位为 0
第 6438 行数据的第 5 位为 0
第 6438 行数据的第 6 位为 0
第 6438 行数据的第 7 位为 1
第 6439 行数据的第 0 位为 0
第 6439 行数据的第 1 位为 0
第 6439 行数据的第 2 位为 0
第 6439 行数据的第 3 位为 0
第 6439 行数据的第 4 位为 0
第 6439 行数据的第 5 位为 0
第 6439 行数据的第 6 位为 0
第 6439 行数据的第 7 位为 0
第 6440 行数据的第 0 位为 0
第 6440 行数据的第 1 位为 1
第 6440 行数据的第 2 位为 1
第 6440 行数据的第 3 位为 1
第 6440 行数据的第 4 位为 1
第 6440 行数据的第 5 位为 1
第 6440 行数据的第 6 位为 1
第 6440 行数据的第 7 位为 1
第 6441 行数据的第 0 位为 0
第 6441 行数据的第 1 位为 0
第 6441 行数据的第 2 位为 0
第 6441 行数据的第 3 位为 0
第 6441 行数据的第 4 位为 0
第 6441 行数据的第 5 位为 0
第 6441 行数据的第 6 位为 0
第 6441 行数据的第 7 位为 0
第 6442 行数据的第 0 位为 1
第 6442 行数据的第 1 位为 0
第 6442 行数据的第 2 位为 0
第 6442 行数据的第 3 位为 0
第 6442 行数据的第 4 位为 0
第 6442 行数据的第 5 位为 0
第 6442 行数据的第 6 位为 0
第 6442 行数据的第 7 位为 1
第 6443 行数据的第 0 位为 0
第 6443 行数据的第 1 位为 0
第 6443 行数据的第 2 位为 0
第 6443 行数据的第 3 位为 0
第 6443 行数据的第 4 位为 0
第 6443 行数据的第 5 位为 0
第 6443 行数据的第 6 位为 0
第 6443 行数据的第 7 位为 0
第 6444 行数据的第 0 位为 0
第 6444 行数据的第 1 位为 1
第 6444 行数据的第 2 位为 1
第 6444 行数据的第 3 位为 1
第 6444 行数据的第 4 位为 1
第 6444 行数据的第 5 位为 1
第 6444 行数据的第 6 位为 1
第 6444 行数据的第 7 位为 1
第 6445 行数据的第 0 位为 0
第 6445 行数据的第 1 位为 0
第 6445 行数据的第 2 位为 0
第 6445 行数据的第 3 位为 0
第 6445 行数据的第 4 位为 0
第 6445 行数据的第 5 位为 0
第 6445 行数据的第 6 位为 0
第 6445 行数据的第 7 位为 0
第 6446 行数据的第 0 位为 1
第 6446 行数据的第 1 位为 0
第 6446 行数据的第 2 位为 0
第 6446 行数据的第 3 位为 0
第 6446 行数据的第 4 位为 0
第 6446 行数据的第 5 位为 0
第 6446 行数据的第 6 位为 0
第 6446 行数据的第 7 位为 1
第 6447 行数据的第 0 位为 0
第 6447 行数据的第 1 位为 0
第 6447 行数据的第 2 位为 0
第 6447 行数据的第 3 位为 0
第 6447 行数据的第 4 位为 0
第 6447 行数据的第 5 位为 0
第 6447 行数据的第 6 位为 0
第 6447 行数据的第 7 位为 0
第 6448 行数据的第 0 位为 0
第 6448 行数据的第 1 位为 0
第 6448 行数据的第 2 位为 0
第 6448 行数据的第 3 位为 0
第 6448 行数据的第 4 位为 0
第 6448 行数据的第 5 位为 0
第 6448 行数据的第 6 位为 0
第 6448 行数据的第 7 位为 0
第 6449 行数据的第 0 位为 0
第 6449 行数据的第 1 位为 0
第 6449 行数据的第 2 位为 0
第 6449 行数据的第 3 位为 0
第 6449 行数据的第 4 位为 0
第 6449 行数据的第 5 位为 0
第 6449 行数据的第 6 位为 0
第 6449 行数据的第 7 位为 0
第 6450 行数据的第 0 位为 0
第 6450 行数据的第 1 位为 0
第 6450 行数据的第 2 位为 0
第 6450 行数据的第 3 位为 0
第 6450 行数据的第 4 位为 0
第 6450 行数据的第 5 位为 0
第 6450 行数据的第 6 位为 0
第 6450 行数据的第 7 位为 0
第 6451 行数据的第 0 位为 0
第 6451 行数据的第 1 位为 0
第 6451 行数据的第 2 位为 0
第 6451 行数据的第 3 位为 0
第 6451 行数据的第 4 位为 0
第 6451 行数据的第 5 位为 0
第 6451 行数据的第 6 位为 0
第 6451 行数据的第 7 位为 0
第 6452 行数据的第 0 位为 0
第 6452 行数据的第 1 位为 0
第 6452 行数据的第 2 位为 0
第 6452 行数据的第 3 位为 0
第 6452 行数据的第 4 位为 0
第 6452 行数据的第 5 位为 0
第 6452 行数据的第 6 位为 0
第 6452 行数据的第 7 位为 0
第 6453 行数据的第 0 位为 0
第 6453 行数据的第 1 位为 0
第 6453 行数据的第 2 位为 0
第 6453 行数据的第 3 位为 0
第 6453 行数据的第 4 位为 0
第 6453 行数据的第 5 位为 0
第 6453 行数据的第 6 位为 0
第 6453 行数据的第 7 位为 0
第 6454 行数据的第 0 位为 0
第 6454 行数据的第 1 位为 0
第 6454 行数据的第 2 位为 0
第 6454 行数据的第 3 位为 0
第 6454 行数据的第 4 位为 0
第 6454 行数据的第 5 位为 0
第 6454 行数据的第 6 位为 0
第 6454 行数据的第 7 位为 0
第 6455 行数据的第 0 位为 0
第 6455 行数据的第 1 位为 0
第 6455 行数据的第 2 位为 0
第 6455 行数据的第 3 位为 0
第 6455 行数据的第 4 位为 0
第 6455 行数据的第 5 位为 0
第 6455 行数据的第 6 位为 0
第 6455 行数据的第 7 位为 0
第 6456 行数据的第 0 位为 0
第 6456 行数据的第 1 位为 0
第 6456 行数据的第 2 位为 0
第 6456 行数据的第 3 位为 0
第 6456 行数据的第 4 位为 0
第 6456 行数据的第 5 位为 0
第 6456 行数据的第 6 位为 0
第 6456 行数据的第 7 位为 0
第 6457 行数据的第 0 位为 0
第 6457 行数据的第 1 位为 0
第 6457 行数据的第 2 位为 0
第 6457 行数据的第 3 位为 0
第 6457 行数据的第 4 位为 0
第 6457 行数据的第 5 位为 0
第 6457 行数据的第 6 位为 0
第 6457 行数据的第 7 位为 0
第 6458 行数据的第 0 位为 0
第 6458 行数据的第 1 位为 0
第 6458 行数据的第 2 位为 0
第 6458 行数据的第 3 位为 0
第 6458 行数据的第 4 位为 0
第 6458 行数据的第 5 位为 0
第 6458 行数据的第 6 位为 0
第 6458 行数据的第 7 位为 0
第 6459 行数据的第 0 位为 0
第 6459 行数据的第 1 位为 0
第 6459 行数据的第 2 位为 0
第 6459 行数据的第 3 位为 0
第 6459 行数据的第 4 位为 0
第 6459 行数据的第 5 位为 0
第 6459 行数据的第 6 位为 0
第 6459 行数据的第 7 位为 0
第 6460 行数据的第 0 位为 0
第 6460 行数据的第 1 位为 0
第 6460 行数据的第 2 位为 0
第 6460 行数据的第 3 位为 0
第 6460 行数据的第 4 位为 0
第 6460 行数据的第 5 位为 0
第 6460 行数据的第 6 位为 0
第 6460 行数据的第 7 位为 0
第 6461 行数据的第 0 位为 0
第 6461 行数据的第 1 位为 0
第 6461 行数据的第 2 位为 0
第 6461 行数据的第 3 位为 0
第 6461 行数据的第 4 位为 0
第 6461 行数据的第 5 位为 0
第 6461 行数据的第 6 位为 0
第 6461 行数据的第 7 位为 0
第 6462 行数据的第 0 位为 0
第 6462 行数据的第 1 位为 0
第 6462 行数据的第 2 位为 0
第 6462 行数据的第 3 位为 0
第 6462 行数据的第 4 位为 0
第 6462 行数据的第 5 位为 0
第 6462 行数据的第 6 位为 0
第 6462 行数据的第 7 位为 0
第 6463 行数据的第 0 位为 0
第 6463 行数据的第 1 位为 0
第 6463 行数据的第 2 位为 0
第 6463 行数据的第 3 位为 0
第 6463 行数据的第 4 位为 0
第 6463 行数据的第 5 位为 0
第 6463 行数据的第 6 位为 0
第 6463 行数据的第 7 位为 0
第 6464 行数据的第 0 位为 0
第 6464 行数据的第 1 位为 1
第 6464 行数据的第 2 位为 1
第 6464 行数据的第 3 位为 1
第 6464 行数据的第 4 位为 1
第 6464 行数据的第 5 位为 1
第 6464 行数据的第 6 位为 1
第 6464 行数据的第 7 位为 1
第 6465 行数据的第 0 位为 0
第 6465 行数据的第 1 位为 0
第 6465 行数据的第 2 位为 0
第 6465 行数据的第 3 位为 0
第 6465 行数据的第 4 位为 0
第 6465 行数据的第 5 位为 0
第 6465 行数据的第 6 位为 0
第 6465 行数据的第 7 位为 0
第 6466 行数据的第 0 位为 1
第 6466 行数据的第 1 位为 0
第 6466 行数据的第 2 位为 0
第 6466 行数据的第 3 位为 0
第 6466 行数据的第 4 位为 0
第 6466 行数据的第 5 位为 0
第 6466 行数据的第 6 位为 0
第 6466 行数据的第 7 位为 1
第 6467 行数据的第 0 位为 0
第 6467 行数据的第 1 位为 0
第 6467 行数据的第 2 位为 0
第 6467 行数据的第 3 位为 0
第 6467 行数据的第 4 位为 0
第 6467 行数据的第 5 位为 0
第 6467 行数据的第 6 位为 0
第 6467 行数据的第 7 位为 0
第 6468 行数据的第 0 位为 0
第 6468 行数据的第 1 位为 1
第 6468 行数据的第 2 位为 1
第 6468 行数据的第 3 位为 1
第 6468 行数据的第 4 位为 1
第 6468 行数据的第 5 位为 1
第 6468 行数据的第 6 位为 1
第 6468 行数据的第 7 位为 1
第 6469 行数据的第 0 位为 0
第 6469 行数据的第 1 位为 0
第 6469 行数据的第 2 位为 0
第 6469 行数据的第 3 位为 0
第 6469 行数据的第 4 位为 0
第 6469 行数据的第 5 位为 0
第 6469 行数据的第 6 位为 0
第 6469 行数据的第 7 位为 0
第 6470 行数据的第 0 位为 1
第 6470 行数据的第 1 位为 0
第 6470 行数据的第 2 位为 0
第 6470 行数据的第 3 位为 0
第 6470 行数据的第 4 位为 0
第 6470 行数据的第 5 位为 0
第 6470 行数据的第 6 位为 0
第 6470 行数据的第 7 位为 1
第 6471 行数据的第 0 位为 0
第 6471 行数据的第 1 位为 0
第 6471 行数据的第 2 位为 0
第 6471 行数据的第 3 位为 0
第 6471 行数据的第 4 位为 0
第 6471 行数据的第 5 位为 0
第 6471 行数据的第 6 位为 0
第 6471 行数据的第 7 位为 0
第 6472 行数据的第 0 位为 0
第 6472 行数据的第 1 位为 1
第 6472 行数据的第 2 位为 1
第 6472 行数据的第 3 位为 1
第 6472 行数据的第 4 位为 1
第 6472 行数据的第 5 位为 1
第 6472 行数据的第 6 位为 1
第 6472 行数据的第 7 位为 1
第 6473 行数据的第 0 位为 0
第 6473 行数据的第 1 位为 0
第 6473 行数据的第 2 位为 0
第 6473 行数据的第 3 位为 0
第 6473 行数据的第 4 位为 0
第 6473 行数据的第 5 位为 0
第 6473 行数据的第 6 位为 0
第 6473 行数据的第 7 位为 0
第 6474 行数据的第 0 位为 1
第 6474 行数据的第 1 位为 0
第 6474 行数据的第 2 位为 0
第 6474 行数据的第 3 位为 0
第 6474 行数据的第 4 位为 0
第 6474 行数据的第 5 位为 0
第 6474 行数据的第 6 位为 0
第 6474 行数据的第 7 位为 1
第 6475 行数据的第 0 位为 0
第 6475 行数据的第 1 位为 0
第 6475 行数据的第 2 位为 0
第 6475 行数据的第 3 位为 0
第 6475 行数据的第 4 位为 0
第 6475 行数据的第 5 位为 0
第 6475 行数据的第 6 位为 0
第 6475 行数据的第 7 位为 0
第 6476 行数据的第 0 位为 0
第 6476 行数据的第 1 位为 1
第 6476 行数据的第 2 位为 1
第 6476 行数据的第 3 位为 1
第 6476 行数据的第 4 位为 1
第 6476 行数据的第 5 位为 1
第 6476 行数据的第 6 位为 1
第 6476 行数据的第 7 位为 1
第 6477 行数据的第 0 位为 0
第 6477 行数据的第 1 位为 0
第 6477 行数据的第 2 位为 0
第 6477 行数据的第 3 位为 0
第 6477 行数据的第 4 位为 0
第 6477 行数据的第 5 位为 0
第 6477 行数据的第 6 位为 0
第 6477 行数据的第 7 位为 0
第 6478 行数据的第 0 位为 1
第 6478 行数据的第 1 位为 0
第 6478 行数据的第 2 位为 0
第 6478 行数据的第 3 位为 0
第 6478 行数据的第 4 位为 0
第 6478 行数据的第 5 位为 0
第 6478 行数据的第 6 位为 0
第 6478 行数据的第 7 位为 1
第 6479 行数据的第 0 位为 0
第 6479 行数据的第 1 位为 0
第 6479 行数据的第 2 位为 0
第 6479 行数据的第 3 位为 0
第 6479 行数据的第 4 位为 0
第 6479 行数据的第 5 位为 0
第 6479 行数据的第 6 位为 0
第 6479 行数据的第 7 位为 0
第 6480 行数据的第 0 位为 0
第 6480 行数据的第 1 位为 1
第 6480 行数据的第 2 位为 1
第 6480 行数据的第 3 位为 1
第 6480 行数据的第 4 位为 1
第 6480 行数据的第 5 位为 1
第 6480 行数据的第 6 位为 1
第 6480 行数据的第 7 位为 1
第 6481 行数据的第 0 位为 0
第 6481 行数据的第 1 位为 0
第 6481 行数据的第 2 位为 0
第 6481 行数据的第 3 位为 0
第 6481 行数据的第 4 位为 0
第 6481 行数据的第 5 位为 0
第 6481 行数据的第 6 位为 0
第 6481 行数据的第 7 位为 0
第 6482 行数据的第 0 位为 1
第 6482 行数据的第 1 位为 0
第 6482 行数据的第 2 位为 0
第 6482 行数据的第 3 位为 0
第 6482 行数据的第 4 位为 0
第 6482 行数据的第 5 位为 0
第 6482 行数据的第 6 位为 0
第 6482 行数据的第 7 位为 1
第 6483 行数据的第 0 位为 0
第 6483 行数据的第 1 位为 0
第 6483 行数据的第 2 位为 0
第 6483 行数据的第 3 位为 0
第 6483 行数据的第 4 位为 0
第 6483 行数据的第 5 位为 0
第 6483 行数据的第 6 位为 0
第 6483 行数据的第 7 位为 0
第 6484 行数据的第 0 位为 0
第 6484 行数据的第 1 位为 1
第 6484 行数据的第 2 位为 1
第 6484 行数据的第 3 位为 1
第 6484 行数据的第 4 位为 1
第 6484 行数据的第 5 位为 1
第 6484 行数据的第 6 位为 1
第 6484 行数据的第 7 位为 1
第 6485 行数据的第 0 位为 0
第 6485 行数据的第 1 位为 0
第 6485 行数据的第 2 位为 0
第 6485 行数据的第 3 位为 0
第 6485 行数据的第 4 位为 0
第 6485 行数据的第 5 位为 0
第 6485 行数据的第 6 位为 0
第 6485 行数据的第 7 位为 0
第 6486 行数据的第 0 位为 1
第 6486 行数据的第 1 位为 0
第 6486 行数据的第 2 位为 0
第 6486 行数据的第 3 位为 0
第 6486 行数据的第 4 位为 0
第 6486 行数据的第 5 位为 0
第 6486 行数据的第 6 位为 0
第 6486 行数据的第 7 位为 1
第 6487 行数据的第 0 位为 0
第 6487 行数据的第 1 位为 0
第 6487 行数据的第 2 位为 0
第 6487 行数据的第 3 位为 0
第 6487 行数据的第 4 位为 0
第 6487 行数据的第 5 位为 0
第 6487 行数据的第 6 位为 0
第 6487 行数据的第 7 位为 0
第 6488 行数据的第 0 位为 0
第 6488 行数据的第 1 位为 0
第 6488 行数据的第 2 位为 0
第 6488 行数据的第 3 位为 0
第 6488 行数据的第 4 位为 0
第 6488 行数据的第 5 位为 0
第 6488 行数据的第 6 位为 0
第 6488 行数据的第 7 位为 0
第 6489 行数据的第 0 位为 0
第 6489 行数据的第 1 位为 0
第 6489 行数据的第 2 位为 0
第 6489 行数据的第 3 位为 0
第 6489 行数据的第 4 位为 0
第 6489 行数据的第 5 位为 0
第 6489 行数据的第 6 位为 0
第 6489 行数据的第 7 位为 0
第 6490 行数据的第 0 位为 0
第 6490 行数据的第 1 位为 0
第 6490 行数据的第 2 位为 0
第 6490 行数据的第 3 位为 0
第 6490 行数据的第 4 位为 0
第 6490 行数据的第 5 位为 0
第 6490 行数据的第 6 位为 0
第 6490 行数据的第 7 位为 0
第 6491 行数据的第 0 位为 0
第 6491 行数据的第 1 位为 0
第 6491 行数据的第 2 位为 0
第 6491 行数据的第 3 位为 0
第 6491 行数据的第 4 位为 0
第 6491 行数据的第 5 位为 0
第 6491 行数据的第 6 位为 0
第 6491 行数据的第 7 位为 0
第 6492 行数据的第 0 位为 0
第 6492 行数据的第 1 位为 0
第 6492 行数据的第 2 位为 0
第 6492 行数据的第 3 位为 0
第 6492 行数据的第 4 位为 0
第 6492 行数据的第 5 位为 0
第 6492 行数据的第 6 位为 0
第 6492 行数据的第 7 位为 0
第 6493 行数据的第 0 位为 0
第 6493 行数据的第 1 位为 0
第 6493 行数据的第 2 位为 0
第 6493 行数据的第 3 位为 0
第 6493 行数据的第 4 位为 0
第 6493 行数据的第 5 位为 0
第 6493 行数据的第 6 位为 0
第 6493 行数据的第 7 位为 0
第 6494 行数据的第 0 位为 0
第 6494 行数据的第 1 位为 0
第 6494 行数据的第 2 位为 0
第 6494 行数据的第 3 位为 0
第 6494 行数据的第 4 位为 0
第 6494 行数据的第 5 位为 0
第 6494 行数据的第 6 位为 0
第 6494 行数据的第 7 位为 0
第 6495 行数据的第 0 位为 0
第 6495 行数据的第 1 位为 0
第 6495 行数据的第 2 位为 0
第 6495 行数据的第 3 位为 0
第 6495 行数据的第 4 位为 0
第 6495 行数据的第 5 位为 0
第 6495 行数据的第 6 位为 0
第 6495 行数据的第 7 位为 0
第 6496 行数据的第 0 位为 0
第 6496 行数据的第 1 位为 1
第 6496 行数据的第 2 位为 1
第 6496 行数据的第 3 位为 1
第 6496 行数据的第 4 位为 1
第 6496 行数据的第 5 位为 1
第 6496 行数据的第 6 位为 1
第 6496 行数据的第 7 位为 1
第 6497 行数据的第 0 位为 0
第 6497 行数据的第 1 位为 0
第 6497 行数据的第 2 位为 0
第 6497 行数据的第 3 位为 0
第 6497 行数据的第 4 位为 0
第 6497 行数据的第 5 位为 0
第 6497 行数据的第 6 位为 0
第 6497 行数据的第 7 位为 0
第 6498 行数据的第 0 位为 1
第 6498 行数据的第 1 位为 0
第 6498 行数据的第 2 位为 0
第 6498 行数据的第 3 位为 0
第 6498 行数据的第 4 位为 0
第 6498 行数据的第 5 位为 0
第 6498 行数据的第 6 位为 0
第 6498 行数据的第 7 位为 1
第 6499 行数据的第 0 位为 0
第 6499 行数据的第 1 位为 0
第 6499 行数据的第 2 位为 0
第 6499 行数据的第 3 位为 0
第 6499 行数据的第 4 位为 0
第 6499 行数据的第 5 位为 0
第 6499 行数据的第 6 位为 0
第 6499 行数据的第 7 位为 0
第 6500 行数据的第 0 位为 0
第 6500 行数据的第 1 位为 1
第 6500 行数据的第 2 位为 1
第 6500 行数据的第 3 位为 1
第 6500 行数据的第 4 位为 1
第 6500 行数据的第 5 位为 1
第 6500 行数据的第 6 位为 1
第 6500 行数据的第 7 位为 1
第 6501 行数据的第 0 位为 0
第 6501 行数据的第 1 位为 0
第 6501 行数据的第 2 位为 0
第 6501 行数据的第 3 位为 0
第 6501 行数据的第 4 位为 0
第 6501 行数据的第 5 位为 0
第 6501 行数据的第 6 位为 0
第 6501 行数据的第 7 位为 0
第 6502 行数据的第 0 位为 1
第 6502 行数据的第 1 位为 0
第 6502 行数据的第 2 位为 0
第 6502 行数据的第 3 位为 0
第 6502 行数据的第 4 位为 0
第 6502 行数据的第 5 位为 0
第 6502 行数据的第 6 位为 0
第 6502 行数据的第 7 位为 1
第 6503 行数据的第 0 位为 0
第 6503 行数据的第 1 位为 0
第 6503 行数据的第 2 位为 0
第 6503 行数据的第 3 位为 0
第 6503 行数据的第 4 位为 0
第 6503 行数据的第 5 位为 0
第 6503 行数据的第 6 位为 0
第 6503 行数据的第 7 位为 0
第 6504 行数据的第 0 位为 0
第 6504 行数据的第 1 位为 1
第 6504 行数据的第 2 位为 1
第 6504 行数据的第 3 位为 1
第 6504 行数据的第 4 位为 1
第 6504 行数据的第 5 位为 1
第 6504 行数据的第 6 位为 1
第 6504 行数据的第 7 位为 1
第 6505 行数据的第 0 位为 0
第 6505 行数据的第 1 位为 0
第 6505 行数据的第 2 位为 0
第 6505 行数据的第 3 位为 0
第 6505 行数据的第 4 位为 0
第 6505 行数据的第 5 位为 0
第 6505 行数据的第 6 位为 0
第 6505 行数据的第 7 位为 0
第 6506 行数据的第 0 位为 1
第 6506 行数据的第 1 位为 0
第 6506 行数据的第 2 位为 0
第 6506 行数据的第 3 位为 0
第 6506 行数据的第 4 位为 0
第 6506 行数据的第 5 位为 0
第 6506 行数据的第 6 位为 0
第 6506 行数据的第 7 位为 1
第 6507 行数据的第 0 位为 0
第 6507 行数据的第 1 位为 0
第 6507 行数据的第 2 位为 0
第 6507 行数据的第 3 位为 0
第 6507 行数据的第 4 位为 0
第 6507 行数据的第 5 位为 0
第 6507 行数据的第 6 位为 0
第 6507 行数据的第 7 位为 0
第 6508 行数据的第 0 位为 0
第 6508 行数据的第 1 位为 1
第 6508 行数据的第 2 位为 1
第 6508 行数据的第 3 位为 1
第 6508 行数据的第 4 位为 1
第 6508 行数据的第 5 位为 1
第 6508 行数据的第 6 位为 1
第 6508 行数据的第 7 位为 1
第 6509 行数据的第 0 位为 0
第 6509 行数据的第 1 位为 0
第 6509 行数据的第 2 位为 0
第 6509 行数据的第 3 位为 0
第 6509 行数据的第 4 位为 0
第 6509 行数据的第 5 位为 0
第 6509 行数据的第 6 位为 0
第 6509 行数据的第 7 位为 0
第 6510 行数据的第 0 位为 1
第 6510 行数据的第 1 位为 0
第 6510 行数据的第 2 位为 0
第 6510 行数据的第 3 位为 0
第 6510 行数据的第 4 位为 0
第 6510 行数据的第 5 位为 0
第 6510 行数据的第 6 位为 0
第 6510 行数据的第 7 位为 1
第 6511 行数据的第 0 位为 0
第 6511 行数据的第 1 位为 0
第 6511 行数据的第 2 位为 0
第 6511 行数据的第 3 位为 0
第 6511 行数据的第 4 位为 0
第 6511 行数据的第 5 位为 0
第 6511 行数据的第 6 位为 0
第 6511 行数据的第 7 位为 0
第 6512 行数据的第 0 位为 0
第 6512 行数据的第 1 位为 0
第 6512 行数据的第 2 位为 0
第 6512 行数据的第 3 位为 0
第 6512 行数据的第 4 位为 0
第 6512 行数据的第 5 位为 0
第 6512 行数据的第 6 位为 0
第 6512 行数据的第 7 位为 0
第 6513 行数据的第 0 位为 0
第 6513 行数据的第 1 位为 0
第 6513 行数据的第 2 位为 0
第 6513 行数据的第 3 位为 0
第 6513 行数据的第 4 位为 0
第 6513 行数据的第 5 位为 0
第 6513 行数据的第 6 位为 0
第 6513 行数据的第 7 位为 0
第 6514 行数据的第 0 位为 0
第 6514 行数据的第 1 位为 0
第 6514 行数据的第 2 位为 0
第 6514 行数据的第 3 位为 0
第 6514 行数据的第 4 位为 0
第 6514 行数据的第 5 位为 0
第 6514 行数据的第 6 位为 0
第 6514 行数据的第 7 位为 0
第 6515 行数据的第 0 位为 0
第 6515 行数据的第 1 位为 0
第 6515 行数据的第 2 位为 0
第 6515 行数据的第 3 位为 0
第 6515 行数据的第 4 位为 0
第 6515 行数据的第 5 位为 0
第 6515 行数据的第 6 位为 0
第 6515 行数据的第 7 位为 0
第 6516 行数据的第 0 位为 0
第 6516 行数据的第 1 位为 0
第 6516 行数据的第 2 位为 0
第 6516 行数据的第 3 位为 0
第 6516 行数据的第 4 位为 0
第 6516 行数据的第 5 位为 0
第 6516 行数据的第 6 位为 0
第 6516 行数据的第 7 位为 0
第 6517 行数据的第 0 位为 0
第 6517 行数据的第 1 位为 0
第 6517 行数据的第 2 位为 0
第 6517 行数据的第 3 位为 0
第 6517 行数据的第 4 位为 0
第 6517 行数据的第 5 位为 0
第 6517 行数据的第 6 位为 0
第 6517 行数据的第 7 位为 0
第 6518 行数据的第 0 位为 0
第 6518 行数据的第 1 位为 0
第 6518 行数据的第 2 位为 0
第 6518 行数据的第 3 位为 0
第 6518 行数据的第 4 位为 0
第 6518 行数据的第 5 位为 0
第 6518 行数据的第 6 位为 0
第 6518 行数据的第 7 位为 0
第 6519 行数据的第 0 位为 0
第 6519 行数据的第 1 位为 0
第 6519 行数据的第 2 位为 0
第 6519 行数据的第 3 位为 0
第 6519 行数据的第 4 位为 0
第 6519 行数据的第 5 位为 0
第 6519 行数据的第 6 位为 0
第 6519 行数据的第 7 位为 0
第 6520 行数据的第 0 位为 0
第 6520 行数据的第 1 位为 0
第 6520 行数据的第 2 位为 0
第 6520 行数据的第 3 位为 0
第 6520 行数据的第 4 位为 0
第 6520 行数据的第 5 位为 0
第 6520 行数据的第 6 位为 0
第 6520 行数据的第 7 位为 0
第 6521 行数据的第 0 位为 0
第 6521 行数据的第 1 位为 0
第 6521 行数据的第 2 位为 0
第 6521 行数据的第 3 位为 0
第 6521 行数据的第 4 位为 0
第 6521 行数据的第 5 位为 0
第 6521 行数据的第 6 位为 0
第 6521 行数据的第 7 位为 0
第 6522 行数据的第 0 位为 0
第 6522 行数据的第 1 位为 0
第 6522 行数据的第 2 位为 0
第 6522 行数据的第 3 位为 0
第 6522 行数据的第 4 位为 0
第 6522 行数据的第 5 位为 0
第 6522 行数据的第 6 位为 0
第 6522 行数据的第 7 位为 0
第 6523 行数据的第 0 位为 0
第 6523 行数据的第 1 位为 0
第 6523 行数据的第 2 位为 0
第 6523 行数据的第 3 位为 0
第 6523 行数据的第 4 位为 0
第 6523 行数据的第 5 位为 0
第 6523 行数据的第 6 位为 0
第 6523 行数据的第 7 位为 0
第 6524 行数据的第 0 位为 0
第 6524 行数据的第 1 位为 0
第 6524 行数据的第 2 位为 0
第 6524 行数据的第 3 位为 0
第 6524 行数据的第 4 位为 0
第 6524 行数据的第 5 位为 0
第 6524 行数据的第 6 位为 0
第 6524 行数据的第 7 位为 0
第 6525 行数据的第 0 位为 0
第 6525 行数据的第 1 位为 0
第 6525 行数据的第 2 位为 0
第 6525 行数据的第 3 位为 0
